# BEGIN METADATA
# {
#   "channel_width": 30.0,
#   "flow_rate": 0.25,
#   "fluid_viscosity": 4.24,
#   "scaled_from": "20220826_HyperelasticLookup_3D_nonNewtonian_All_lut.txt"
# }
# END METADATA
#
# area_um [um^2]	deform	emodulus [kPa]
7.910482e+01	2.439000e-03	2.374675e+00
1.844773e+02	6.205000e-03	2.374675e+00
1.961716e+02	6.716000e-03	2.374675e+00
2.078896e+02	7.230000e-03	2.374675e+00
2.196137e+02	7.795000e-03	2.374675e+00
2.314103e+02	8.382000e-03	2.374675e+00
2.431327e+02	8.985000e-03	2.374675e+00
2.548958e+02	9.615000e-03	2.374675e+00
2.667083e+02	1.029400e-02	2.374675e+00
2.784150e+02	1.100000e-02	2.374675e+00
2.902410e+02	1.173600e-02	2.374675e+00
9.078862e+01	2.800000e-03	2.374675e+00
3.021232e+02	1.252800e-02	2.374675e+00
3.140415e+02	1.335800e-02	2.374675e+00
3.258247e+02	1.420400e-02	2.374675e+00
3.378218e+02	1.517300e-02	2.374675e+00
3.497603e+02	1.614500e-02	2.374675e+00
3.617392e+02	1.722200e-02	2.374675e+00
3.737588e+02	1.827200e-02	2.374675e+00
3.858548e+02	1.943000e-02	2.374675e+00
3.980655e+02	2.063400e-02	2.374675e+00
4.102312e+02	2.191500e-02	2.374675e+00
1.025093e+02	3.181000e-03	2.374675e+00
4.226062e+02	2.329400e-02	2.374675e+00
4.349137e+02	2.475900e-02	2.374675e+00
4.473855e+02	2.619800e-02	2.374675e+00
4.598213e+02	2.775700e-02	2.374675e+00
4.691925e+02	2.894200e-02	2.374675e+00
4.945725e+02	3.221000e-02	2.374675e+00
5.073435e+02	3.399600e-02	2.374675e+00
5.202923e+02	3.578700e-02	2.374675e+00
5.332342e+02	3.755800e-02	2.374675e+00
1.141999e+02	3.574000e-03	2.374675e+00
5.463270e+02	3.945900e-02	2.374675e+00
5.594040e+02	4.124000e-02	2.374675e+00
5.726137e+02	4.309000e-02	2.374675e+00
1.259390e+02	3.965000e-03	2.374675e+00
1.376183e+02	4.387000e-03	2.374675e+00
1.493663e+02	4.825000e-03	2.374675e+00
1.610519e+02	5.273000e-03	2.374675e+00
1.727766e+02	5.723000e-03	2.374675e+00
6.737107e+01	1.785000e-03	2.582443e+00
7.912373e+01	2.084000e-03	2.582443e+00
1.845531e+02	5.249000e-03	2.582443e+00
1.962544e+02	5.677000e-03	2.582443e+00
2.079756e+02	6.109000e-03	2.582443e+00
2.197030e+02	6.583000e-03	2.582443e+00
2.315048e+02	7.076000e-03	2.582443e+00
2.432250e+02	7.583000e-03	2.582443e+00
2.549880e+02	8.112000e-03	2.582443e+00
2.667960e+02	8.683000e-03	2.582443e+00
2.784982e+02	9.278000e-03	2.582443e+00
2.903130e+02	9.897000e-03	2.582443e+00
9.081225e+01	2.387000e-03	2.582443e+00
3.021840e+02	1.056500e-02	2.582443e+00
3.140797e+02	1.126600e-02	2.582443e+00
3.258450e+02	1.198200e-02	2.582443e+00
3.378150e+02	1.280200e-02	2.582443e+00
3.497220e+02	1.362900e-02	2.582443e+00
3.616605e+02	1.454500e-02	2.582443e+00
3.736327e+02	1.544400e-02	2.582443e+00
3.856815e+02	1.643600e-02	2.582443e+00
3.978293e+02	1.747300e-02	2.582443e+00
4.099275e+02	1.858100e-02	2.582443e+00
1.025392e+02	2.708000e-03	2.582443e+00
4.222215e+02	1.978100e-02	2.582443e+00
4.344457e+02	2.105800e-02	2.582443e+00
4.468252e+02	2.232900e-02	2.582443e+00
4.591643e+02	2.370900e-02	2.582443e+00
4.684545e+02	2.476800e-02	2.582443e+00
4.810252e+02	2.623400e-02	2.582443e+00
4.936050e+02	2.772400e-02	2.582443e+00
5.190638e+02	3.099400e-02	2.582443e+00
5.318685e+02	3.264100e-02	2.582443e+00
1.142365e+02	3.038000e-03	2.582443e+00
5.448150e+02	3.440700e-02	2.582443e+00
5.577458e+02	3.608700e-02	2.582443e+00
5.708048e+02	3.784000e-02	2.582443e+00
1.259820e+02	3.366000e-03	2.582443e+00
1.376685e+02	3.721000e-03	2.582443e+00
1.494232e+02	4.089000e-03	2.582443e+00
1.611160e+02	4.466000e-03	2.582443e+00
1.728466e+02	4.844000e-03	2.582443e+00
6.738322e+01	1.522000e-03	2.819529e+00
7.914015e+01	1.771000e-03	2.819529e+00
1.846192e+02	4.412000e-03	2.819529e+00
1.963271e+02	4.769000e-03	2.819529e+00
2.080505e+02	5.129000e-03	2.819529e+00
2.197811e+02	5.525000e-03	2.819529e+00
2.315858e+02	5.936000e-03	2.819529e+00
2.433060e+02	6.359000e-03	2.819529e+00
2.550690e+02	6.801000e-03	2.819529e+00
2.668725e+02	7.278000e-03	2.819529e+00
2.785702e+02	7.775000e-03	2.819529e+00
2.903738e+02	8.292000e-03	2.819529e+00
9.083295e+01	2.025000e-03	2.819529e+00
3.022335e+02	8.852000e-03	2.819529e+00
3.141135e+02	9.439000e-03	2.819529e+00
3.258630e+02	1.004100e-02	2.819529e+00
3.378082e+02	1.072900e-02	2.819529e+00
3.496882e+02	1.142600e-02	2.819529e+00
3.615885e+02	1.219900e-02	2.819529e+00
3.735202e+02	1.296200e-02	2.819529e+00
3.855263e+02	1.380400e-02	2.819529e+00
3.976178e+02	1.468900e-02	2.819529e+00
4.096575e+02	1.563700e-02	2.819529e+00
1.025656e+02	2.293000e-03	2.819529e+00
4.218750e+02	1.666900e-02	2.819529e+00
4.463235e+02	1.888200e-02	2.819529e+00
4.585725e+02	2.009000e-02	2.819529e+00
